scheme_code,scheme_name,Risk
144561, HDFC FMP 1113D August 2018 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144562, HDFC FMP 1113D August 2018 (1) - IDCW Option,Low to Moderate
144563, HDFC FMP 1113D August 2018 (1) - Growth Option,Low to Moderate
144564, HDFC FMP 1113D August 2018 (1) - Quarterly IDCW Option,Low to Moderate
144565, Aditya Birla Sun Life Fixed Term Plan - Series QW (1099 days) - Regular Plan-Growth,Low to Moderate
144566, Aditya Birla Sun Life Fixed Term Plan - Series QW (1099 days) - Regular -Quarterly IDCW,Low to Moderate
144567, Aditya Birla Sun Life Fixed Term Plan - Series QW (1099 days) - Direct Plan-Growth,Low to Moderate
144568, Aditya Birla Sun Life Fixed Term Plan - Series QW (1099 days) - Direct - Quarterly IDCW,Low to Moderate
144569, Aditya Birla Sun Life Fixed Term Plan - Series QW (1099 days) - Regular -Normal IDCW,Low to Moderate
144570, Aditya Birla Sun Life Fixed Term Plan - Series QW (1099 days) - Direct - Normal IDCW,Low to Moderate
144571, UTI Fixed Term Income Fund Series XXX-I (1104 days) - Direct Plan - Growth Option,Low to Moderate
144572, UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Direct Plan - Quarterly IDCW,Low to Moderate
144573, UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Direct Plan - Maturity IDCW,Low to Moderate
144574, UTI Fixed Term Income Fund Series XXX-I (1104 days) - Regular Plan - Growth Option,Low to Moderate
144575, UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Annual IDCW,Low to Moderate
144576, UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Maturity IDCW,Low to Moderate
144577, UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Flexi IDCW,Low to Moderate
144579, UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Quarterly IDCW,Low to Moderate
144587, ICICI Prudential Nifty Next 50 ETF,Low to Moderate
144588, Kotak FMP Series 239 - Regular plan -Growth option,Low to Moderate
144589, Kotak FMP Series 239 - Direct Plan - Growth option,Low to Moderate
144590, Kotak FMP Series 239 - Direct Plan - Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144591, Kotak FMP Series 239 - Regular plan- Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144592, Reliance Fixed Horizon Fund XXXVIII- Series 13- Dividend Plan,Low to Moderate
144593, Reliance Fixed Horizon Fund XXXVIII- Series 13 - Direct Plan- Dividend Plan,Low to Moderate
144594, Reliance Fixed Horizon Fund XXXVIII- Series 13- Direct Plan- Growth Option,Low to Moderate
144595, Reliance Fixed Horizon Fund XXXVIII- Series 13- Growth Option,Low to Moderate
144596, ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Cumulative Option,Low to Moderate
144598, ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Half Yearly IDCW Option,Low to Moderate
144599, ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Direct Plan Cumulative Option,Low to Moderate
144601, ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Quarterly IDCW Option,Low to Moderate
144602, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Cumulative Option,Low to Moderate
144603, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Cumulative Option,Low to Moderate
144604, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Quarterly IDCW Option,Low to Moderate
144605, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Half Yearly IDCW Option,Low to Moderate
144606, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Quarterly IDCW Option,Low to Moderate
144607, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Half Yearly IDCW Option,Low to Moderate
144608, Invesco India Fixed Maturity Plan - Series 32 - Plan D - Regular - IDCW (Payout),Low to Moderate
144609, Invesco India Fixed Maturity Plan - Series 32 - Plan D - Direct - IDCW (Payout),Low to Moderate
144610, Invesco India Fixed Maturity Plan - Series 32 - Plan D - Direct - Growth,Low to Moderate
144611, Invesco India Fixed Maturity Plan - Series 32 - Plan D - Regular - Growth,Low to Moderate
144612, Kotak FMP Series 240-Regular Plan - Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144614, Kotak FMP Series 240 - Direct Plan - Growth Option,Low to Moderate
144615, Kotak FMP Series 240 - Regular Plan - Growth option,Low to Moderate
144620, Tata Fixed Maturity Plan Series 55 Scheme G-Direct Plan-Growth,Low to Moderate
144621, TATA Fixed Maturity Plan Series 55 Sch G Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144622, Tata Fixed Maturity Plan Series 55 Scheme G-Regular Plan-Growth,Low to Moderate
144623, TATA Fixed Maturity Plan Series 55 Sch G Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144624, Nippon India Fixed Horizon Fund XXXVIII- Series 14- Growth Option,Low to Moderate
144625, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 14 - IDCW Option,Low to Moderate
144626, Nippon India Fixed Horizon Fund XXXVIII- Series 14- Direct Plan- Growth Option,Low to Moderate
144627, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 14 - DIRECT Plan - IDCW Option,Low to Moderate
144628, DSP FMP Series - 243 - 36M - Regular Plan - Growth,Low to Moderate
144629, DSP FMP Series - 243 - 36M - Regular Plan - IDCW - Payout,Low to Moderate
144630, DSP FMP Series - 243 - 36M - Regular Plan - IDCW - Quarterly Payout,Low to Moderate
144631, DSP FMP Series - 243 - 36M - Direct Plan - IDCW - Payout,Low to Moderate
144632, DSP FMP Series - 243 - 36M - Direct Plan - IDCW - Quarterly Payout,Low to Moderate
144633, DSP FMP Series - 243 - 36M - Direct Plan - Growth,Low to Moderate
144634, BNP Paribas India Consumption Fund - Direct Plan - Growth Option,Low to Moderate
144635, BNP Paribas India Consumption Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option,Low to Moderate
144636, BNP Paribas India Consumption Fund - Regular Plan - Growth Option,Low to Moderate
144637, BNP Paribas India Consumption Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option,Low to Moderate
144638, PGIM India Fixed Duration Fund - Series BE - Regular Plan - Growth Option,Low to Moderate
144639, PGIM India Fixed Duration Fund - Series BE - Regular Plan - Quarterly Dividend Option,Low to Moderate
144640, PGIM India Fixed Duration Fund - Series BE - Regular Plan - Standard Dividend Option,Low to Moderate
144641, PGIM India Fixed Duration Fund - Series BE - Direct Plan - Growth Option,Low to Moderate
144644, DSP Corporate Bond Fund - Regular - Growth,Low to Moderate
144645, DSP Corporate Bond Fund - Regular - IDCW - Monthly,Low to Moderate
144646, DSP Corporate Bond Fund - Direct - Growth,Low to Moderate
144647, DSP Corporate Bond Fund - Direct - IDCW,Low to Moderate
144648, DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,Low to Moderate
144649, DSP Corporate Bond Fund - Regular - IDCW - Quarterly ,Low to Moderate
144650, DSP Corporate Bond Fund - Regular - IDCW,Low to Moderate
144651, DSP Corporate Bond Fund - Direct - IDCW - Monthly,Low to Moderate
144652, Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Growth,Low to Moderate
144653, Franklin India Fixed Maturity Plans Series 4 Plan C (1098 days) -Growth -Direct,Low to Moderate
144654, Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - IDCW ,Low to Moderate
144655, Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Dividend -Direct,Low to Moderate
144656, Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days -QTR - IDCW ,Low to Moderate
144657, Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Direct - IDCW ,Low to Moderate
144659, UTI Fixed Term Income fund - Series XXX - II (1107 DAYS) - Direct Plan - Annual IDCW,Low to Moderate
144661, UTI Fixed Term Income fund - Series XXX - II (1107 DAYS) - Regular Plan - Quarterly IDCW,Low to Moderate
144663, UTI Fixed Term Income Fund Series XXX-II (1107 days) - Regular Plan - Growth Option,Low to Moderate
144666, UTI Fixed Term Income Fund Series XXX-II (1107 days) - Direct Plan - Growth Option,Low to Moderate
144669, Kotak FMP Series 242 - Regular Growth,Low to Moderate
144670, Kotak FMP Series 242 -Regular Plan -Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144671, Kotak FMP Series 242 - Direct Plan  -Growth Option,Low to Moderate
144672, Kotak FMP Series 242 - Direct Plan - Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144673, Kotak India Growth Fund Series 7 - Direct Plan - Growth Option,Low to Moderate
144674, Kotak India Growth Fund Series 7 - Regular Plan - ayout of Income Distribution cum capital withdrawal option ,Low to Moderate
144675, Kotak India Growth Fund Series 7 -Direct Plan  -ayout of Income Distribution cum capital withdrawal option ,Low to Moderate
144676, Kotak India Growth Fund Series 7 - Regular Plan - Growth Option,Low to Moderate
144681, Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Low to Moderate
144682, Aditya Birla Sun Life Fixed Term Plan - Series QQ (1100 days) - Regular Plan-Growth,Low to Moderate
144683, Aditya Birla Sun Life Fixed Term Plan - Series QQ (1100 days) -Regular -Normal IDCW,Low to Moderate
144684, Aditya Birla Sun Life Fixed Term Plan - Series QQ (1100 days) -Regular -Quarterly IDCW,Low to Moderate
144685, Aditya Birla Sun Life Fixed Term Plan - Series QQ (1100 days) -Direct - Quarterly IDCW,Low to Moderate
144686, Aditya Birla Sun Life Fixed Term Plan - Series QQ (1100 days) - Direct Plan-Growth,Low to Moderate
144687, Aditya Birla Sun Life Fixed Term Plan - Series QQ (1100 days) -Direct - Normal IDCW,Low to Moderate
144688, Reliance Fixed Horizon Fund XXXVIII- Series 15- Growth Option,Low to Moderate
144689, Reliance Fixed Horizon Fund XXXVIII- Series 15- Dividend Plan,Low to Moderate
144690, Reliance Fixed Horizon Fund XXXVIII- Series 15- Direct Plan- Growth Option,Low to Moderate
144691, Reliance Fixed Horizon Fund XXXVIII- Series 15 - Direct Plan- Dividend Plan,Low to Moderate
144692, Nippon India Fixed Horizon Fund XXXIX- Series 1- Direct Plan- Growth Option,Low to Moderate
144693, NIPPON INDIA FIXED HORIZON FUND - XXXIX - SERIES 1 - DIRECT Plan - IDCW Option,Low to Moderate
144694, Nippon India Fixed Horizon Fund XXXIX- Series 1- Growth Plan,Low to Moderate
144695, NIPPON INDIA FIXED HORIZON FUND - XXXIX - SERIES 1 - IDCW Option,Low to Moderate
144696, ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Cumulative Option,Low to Moderate
144697, ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Cumulative Option,Low to Moderate
144698, ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Quarterly IDCW Option,Low to Moderate
144699, ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Half Yearly IDCW Option,Low to Moderate
144700, ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Half Yearly IDCW Option,Low to Moderate
144701, ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Quarterly IDCW Option,Low to Moderate
144702, Aditya Birla Sun Life Fixed Term Plan - Series QX (1103 days) - Regular Plan-Growth,Low to Moderate
144703, Aditya Birla Sun Life Fixed Term Plan - Series QX (1103 days) - Regular -Normal IDCW,Low to Moderate
144704, Aditya Birla Sun Life Fixed Term Plan - Series QX (1103 days) - Direct - Quarterly IDCW,Low to Moderate
144705, Aditya Birla Sun Life Fixed Term Plan - Series QX (1103 days) - Regular -Quarterly IDCW,Low to Moderate
144706, Aditya Birla Sun Life Fixed Term Plan - Series QX (1103 days) - Direct - Normal IDCW,Low to Moderate
144707, Aditya Birla Sun Life Fixed Term Plan - Series QX (1103 days) - Direct Plan-Growth,Low to Moderate
144720, IDFC Fixed Term Plan Series 161 REGULAR PLAN-HALF YEARLY IDCW (1098 days),Low to Moderate
144722, IDFC Fixed Term Plan Series 161 REGULAR PLAN-GROWTH (1098 days),Low to Moderate
144725, IDFC Fixed Term Plan Series 161 DIRECT PLAN-GROWTH (1098 days),Low to Moderate
144726, Sundaram Emerging Small Cap Series VI Regular Plan - Growth,Low to Moderate
144727, Sundaram Emerging Small Cap Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
144728, Sundaram Emerging Small Cap Series VI Direct Plan - Growth,Low to Moderate
144729, Sundaram Emerging Small Cap Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
144730, Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Low to Moderate
144731, UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Annual IDCW,Low to Moderate
144732, UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Flexi IDCW,Low to Moderate
144733, UTI Fixed Term Income Fund Series XXX-III (1106 days) - Regular Plan - Growth Option,Low to Moderate
144734, UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Regular Plan - Annual IDCW,Low to Moderate
144735, UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Regular Plan - Quarterly IDCW,Low to Moderate
144736, UTI Fixed Term Income Fund Series XXX-III (1106 days) - Direct Plan - Growth Option,Low to Moderate
144737, UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Regular Plan - Maturity IDCW,Low to Moderate
144738, UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Quarterly IDCW,Low to Moderate
144739, UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Maturity IDCW,Low to Moderate
144740, UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Regular Plan - Flexi IDCW,Low to Moderate
144741, HDFC FMP 1122D August 2018 (1) - IDCW Option - Direct Plan,Low to Moderate
144742, HDFC FMP 1122D August 2018 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144743, HDFC FMP 1122D August 2018 (1) - IDCW Option,Low to Moderate
144744, HDFC FMP 1122D August 2018 (1) - Growth Option,Low to Moderate
144745, HDFC FMP 1122D August 2018 (1) - Quarterly IDCW Option,Low to Moderate
144746, HDFC FMP 1122D August 2018 (1) - Growth Option - Direct Plan,Low to Moderate
144747, Aditya Birla Sun Life Fixed Term Plan - Series QY (1100 days) - Regular Plan-Growth,Low to Moderate
144748, Aditya Birla Sun Life Fixed Term Plan - Series QY (1100 days) -Regular -Quarterly IDCW,Low to Moderate
144749, Aditya Birla Sun Life Fixed Term Plan - Series QY (1100 days) -Direct - Normal IDCW,Low to Moderate
144750, Aditya Birla Sun Life Fixed Term Plan - Series QY (1100 days) -Direct - Quarterly IDCW,Low to Moderate
144751, Aditya Birla Sun Life Fixed Term Plan - Series QY (1100 days) - Direct Plan-Growth,Low to Moderate
144752, Aditya Birla Sun Life Fixed Term Plan - Series QY (1100 days) -Regular -Normal IDCW,Low to Moderate
144753, Axis Ultra Short Term Fund - Direct Plan - Daily IDCW,Low to Moderate
144754, Axis Ultra Short Term Fund - Direct Plan Growth,Low to Moderate
144755, Axis Ultra Short Term Fund - Direct Plan - Monthly IDCW,Low to Moderate
144756, Axis Ultra Short Term Fund - Direct Plan - Regular IDCW,Low to Moderate
144757, Axis Ultra Short Term Fund - Direct Plan - Weekly IDCW,Low to Moderate
144758, Axis Ultra Short Term Fund - Regular Plan - Daily IDCW,Low to Moderate
144759, Axis Ultra Short Term Fund - Regular Plan Growth,Low to Moderate
144760, Axis Ultra Short Term Fund - Regular Plan - Monthly IDCW,Low to Moderate
144761, Axis Ultra Short Term Fund - Regular Plan - Regular IDCW,Low to Moderate
144762, Axis Ultra Short Term Fund - Regular Plan - Weekly IDCW,Low to Moderate
144763, Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth,Low to Moderate
144764, Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct,Low to Moderate
144765, Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days -QTR - IDCW ,Low to Moderate
144766, Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - IDCW ,Low to Moderate
144767, Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days)- Dividend- Direct,Low to Moderate
144768, Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct,Low to Moderate
144769, Nippon India Fixed Horizon Fund XXXIX- Series 2- Growth Option,Low to Moderate
144770, Nippon India Fixed Horizon Fund XXXIX- Series 2- Direct Plan- Growth Option,Low to Moderate
144771, NIPPON INDIA FIXED HORIZON FUND - XXXIX - SERIES 2 - DIRECT Plan - IDCW Option,Low to Moderate
144772, NIPPON INDIA FIXED HORIZON FUND - XXXIX - SERIES 2 - IDCW Option,Low to Moderate
144773, Reliance Fixed Horizon Fund XXXIX- Series 3- Growth Option,Low to Moderate
144774, Reliance Fixed Horizon Fund XXXIX- Series 3- Dividend Plan,Low to Moderate
144775, Reliance Fixed Horizon Fund XXXIX- Series 3- Direct Plan- Growth Option,Low to Moderate
144776, Reliance Fixed Horizon Fund XXXIX- Series 3 - Direct Plan- Dividend Plan,Low to Moderate
144796, HDFC FMP 1487D August 2018 (1) - IDCW Option - Direct Plan,Low to Moderate
144797, HDFC FMP 1487D August 2018 (1) - IDCW Option,Low to Moderate
144798, HDFC FMP 1487D August 2018 (1) - Growth Option,Low to Moderate
144800, HDFC FMP 1487D August 2018 (1) - Growth Option - Direct Plan,Low to Moderate
144801, HDFC FMP 1487D August 2018 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144802, HDFC FMP 1105D August 2018 (2) - IDCW Option - Direct Plan,Low to Moderate
144803, HDFC FMP 1105D August 2018 (2) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144804, HDFC FMP 1105D August 2018 (2) - Growth Option - Direct Plan,Low to Moderate
144805, HDFC FMP 1105D August 2018 (2) - IDCW Option,Low to Moderate
144806, HDFC FMP 1105D August 2018 (2) - Growth Option,Low to Moderate
144807, HDFC FMP 1105D August 2018 (2) - Quarterly IDCW Option,Low to Moderate
