scheme_code,scheme_name,Risk,nav,scheme_category,nfund_houseav,scheme_type,fund_house
100292, Kotak Bond-Deposit-Growth,Low to Moderate,17.67310,Direct,,120471;INF192K01EA7;-;JM Short Term Fund,Kotak Mahindra Mutual Fund
100298, Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Low to Moderate,,,,,
100299, Kotak Bond Regular Plan Growth,Low to Moderate,18.33260,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Kotak Mahindra Mutual Fund
100300, Kotak Bond Regular Plan Annual Payout of Income Distribution cum capital withdrawal option,Low to Moderate,12.25190,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Kotak Mahindra Mutual Fund
100301, Kotak Bond Regular Plan Bonus Plan,Low to Moderate,,,,,
100312, LIC MF Flexi Cap Fund-Regular Plan-IDCW,Very High,13.87740,Equity Scheme - Flexi Cap Fund,,Open Ended Schemes,LIC Mutual Fund
100313, LIC MF Flexi Cap Fund-Regular Plan-Growth,Very High,20.33090,Equity Scheme - Flexi Cap Fund,,Open Ended Schemes,LIC Mutual Fund
100314, LIC MF Bond Fund-Regular Plan-IDCW,Low to Moderate,10.44410,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,LIC Mutual Fund
100315, LIC MF Bond Fund-Regular Plan-Growth,Low to Moderate,19.11140,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,LIC Mutual Fund
100316, LIC MF Government Securities Fund-Regular Plan-IDCW,Low to Moderate,10.57390,Debt Scheme - Gilt Fund,,Open Ended Schemes,LIC Mutual Fund
100317, LIC MF Government Securities Fund-Regular Plan-Growth,Low to Moderate,18.19360,Debt Scheme - Gilt Fund,,Open Ended Schemes,LIC Mutual Fund
100318, LIC MF Government Securities Fund-PF Plan-IDCW,Low to Moderate,10.49120,Debt Scheme - Gilt Fund,,Open Ended Schemes,LIC Mutual Fund
100319, LIC MF Government Securities Fund-PF Plan-Growth,Low to Moderate,10.49120,Debt Scheme - Gilt Fund,,Open Ended Schemes,LIC Mutual Fund
100321, LIC MF Equity Hybrid Fund-Regular Plan-IDCW,Very High,14.39340,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,LIC Mutual Fund
100323, LIC MF Equity Hybrid Fund-Regular Plan-Growth,Very High,43.19890,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,LIC Mutual Fund
100325, LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,Very High,14.22260,Equity Scheme - ELSS,,Open Ended Schemes,LIC Mutual Fund
100332, LIC MF Large Cap Fund-Regular Plan-IDCW,Very High,10.57830,Equity Scheme - Large Cap Fund,,Open Ended Schemes,LIC Mutual Fund
100348, ICICI Prudential Large & Mid Cap Fund - IDCW,nan,22.48000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100349, ICICI Prudential Large & Mid Cap Fund - Growth,nan,82.66000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100351, ICICI Prudential FMCG Fund - IDCW,nan,33.66000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,ICICI Prudential Mutual Fund
100352, ICICI Prudential FMCG Fund - Growth,nan,40.14000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,ICICI Prudential Mutual Fund
100353, ICICI Prudential Long Term Equity Fund (Tax Saving)- IDCW,nan,29.13000,Equity Scheme - ELSS,,Open Ended Schemes,ICICI Prudential Mutual Fund
100354, ICICI Prudential Long Term Equity Fund (Tax Saving) - Growth,nan,90.70000,Equity Scheme - ELSS,,Open Ended Schemes,ICICI Prudential Mutual Fund
100355, ICICI Prudential Equity & Debt Fund - Monthly IDCW,nan,17.45000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100356, ICICI Prudential Equity & Debt Fund - Growth,nan,31.20000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100357, ICICI Prudential Liquid Fund -Quarterly IDCW,nan,10.73370,Debt Scheme - Liquid Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100359, ICICI Prudential Liquid Institutional Plus Fund - Div - Daily,nan,11.85150,Debt Scheme - Liquid Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100363, ICICI Prudential Technology Fund - Growth,nan,11.65000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,ICICI Prudential Mutual Fund
100364, ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,nan,10.25420,Debt Scheme - Long Duration Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100365, ICICI Prudential Long Term Bond Fund - Growth,nan,20.37230,Debt Scheme - Long Duration Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100366, ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,nan,0.00000,Debt Scheme - Long Duration Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100367, ICICI Prudential Long Term Bond Fund - Quarterly IDCW,nan,10.80220,Debt Scheme - Long Duration Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100368, ICICI Prudential Gilt Fund - IDCW,nan,10.46800,Debt Scheme - Gilt Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100369, ICICI Prudential Gilt Fund - Growth,nan,20.92490,Debt Scheme - Gilt Fund,,Open Ended Schemes,ICICI Prudential Mutual Fund
100370, ICICI Prudential Short Term Gilt Fund - Dividend,nan,10.48700,Direct,,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,ICICI Prudential Mutual Fund
100371, ICICI Prudential Short Term Gilt Fund - Growth,nan,17.14260,Direct,,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,ICICI Prudential Mutual Fund
100372, ICICI Prudential Short Term Gilt Fund - Half Yearly Dividend,nan,10.18160,Direct,,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,ICICI Prudential Mutual Fund
100375, NIPPON INDIA GROWTH FUND - IDCW Option,nan,52.47000,Equity Scheme - Mid Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
100376, Nippon India Growth Fund-Growth Plan-Bonus Option,nan,38.88000,Equity Scheme - Mid Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
100377, Nippon India Growth Fund-Growth Plan-Growth Option,nan,234.45000,Equity Scheme - Mid Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
100378, NIPPON INDIA VISION FUND - IDCW Option,nan,49.73000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
100379, Nippon India Vision Fund-GROWTH PLAN-Bonus Option,nan,26.86000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
100380, Nippon India Vision Fund-GROWTH PLAN-Growth Option,nan,160.34000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
100383, NIPPON INDIA INCOME FUND - MONTHLY IDCW Option,nan,10.97520,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Nippon India Mutual Fund
100384, NIPPON INDIA INCOME FUND - QUARTERLY IDCW Option,nan,11.29820,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Nippon India Mutual Fund
100385, NIPPON INDIA INCOME FUND - HALF YEARLY IDCW Option,nan,10.97540,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Nippon India Mutual Fund
100386, NIPPON INDIA INCOME FUND - ANNUAL IDCW Option,nan,11.44470,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Nippon India Mutual Fund
100387, Nippon India Income Fund - Growth Plan Growth Option,nan,22.03350,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Nippon India Mutual Fund
100388, Nippon India Income Fund - Growth Plan Bonus Option,nan,10.38160,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Nippon India Mutual Fund
100414, Tata Hybrid Equity Fund- Regular Plan - Growth Option,nan,45.62190,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,Tata Mutual Fund
100415, Tata Ethical Fund-Regular Plan - Growth Option,nan,44.06360,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,Tata Mutual Fund
100417, Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,nan,10.65660,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Tata Mutual Fund
100418, Tata Income Fund -Regular Plan - Growth Option,nan,23.90070,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,Tata Mutual Fund
100470, Franklin India BLUECHIP FUND - IDCW ,nan,38.09000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100471, Franklin India Bluechip Fund-Growth,nan,114.84000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100472, Franklin India PRIMA FUND - IDCW ,nan,64.24000,Equity Scheme - Mid Cap Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100473, Franklin India Prima Fund-Growth,nan,201.75000,Equity Scheme - Mid Cap Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100474, Tata India Tax Savings Fund- Regular Plan - Payout of IDCW Option,nan,42.15180,Equity Scheme - ELSS,,Open Ended Schemes,Tata Mutual Fund
100475, Tata Large Cap Fund -Regular Plan - Growth Option,nan,56.80400,Equity Scheme - Large Cap Fund,,Open Ended Schemes,Tata Mutual Fund
100476, Taurus Flexi Cap Fund - Regular Plan - Growth ,nan,35.21000,Equity Scheme - Flexi Cap Fund,,Open Ended Schemes,Taurus Mutual Fund
100477, Taurus Discovery (Midcap) Fund - Regular Plan - Growth,nan,15.87000,Equity Scheme - Mid Cap Fund,,Open Ended Schemes,Taurus Mutual Fund
100480, Taurus Taxshield - Regular Plan - Growth,nan,19.31000,Equity Scheme - ELSS,,Open Ended Schemes,Taurus Mutual Fund
100484, Franklin India Index Fund- Nifty Plan - Growth,nan,27.48550,Other Scheme - Index Funds,,Open Ended Schemes,Franklin Templeton Mutual Fund
100493, Franklin India Government Securities Fund - Growth,nan,15.67420,Debt Scheme - Gilt Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100494, Franklin India Government Securities Fund - IDCW ,nan,10.94030,Debt Scheme - Gilt Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100496, Templeton India Value Fund - Growth Plan,nan,60.35000,Equity Scheme - Value Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100497, Templeton India Value Fund - IDCW ,nan,39.46000,Equity Scheme - Value Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100498, Franklin India Dynamic Accrual Fund - IDCW ,nan,10.46470,Debt Scheme - Dynamic Bond,,Open Ended Schemes,Franklin Templeton Mutual Fund
100499, Franklin India Dynamic Accrual Fund-Growth,nan,24.52340,Debt Scheme - Dynamic Bond,,Open Ended Schemes,Franklin Templeton Mutual Fund
100503, Franklin India Low Duration Fund - Monthly - IDCW,nan,10.22990,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100504, Franklin India Low Duration Fund - Quarterly - IDCW,nan,10.19870,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100519, Franklin India Flexi Cap Fund - IDCW ,nan,34.07000,Equity Scheme - Flexi Cap Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100520, Franklin India Flexi Cap Fund - Growth,nan,116.18000,Equity Scheme - Flexi Cap Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100521, Franklin India Technology Fund - IDCW ,nan,21.52000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,Franklin Templeton Mutual Fund
100522, Franklin India Technology Fund-Growth,nan,43.60000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,Franklin Templeton Mutual Fund
100524, Franklin INDIA OPPORTUNITIES FUND - IDCW ,nan,18.62000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,Franklin Templeton Mutual Fund
100525, Franklin India TAXSHIELD - IDCW ,nan,38.85000,Equity Scheme - ELSS,,Open Ended Schemes,Franklin Templeton Mutual Fund
100526, Franklin India Taxshield-Growth,nan,123.19000,Equity Scheme - ELSS,,Open Ended Schemes,Franklin Templeton Mutual Fund
100527, Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,Low to Moderate,10.19410,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100528, Franklin India Corporate Debt Fund - Growth,Low to Moderate,23.91410,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100529, Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,Low to Moderate,14.16170,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100530, Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,Low to Moderate,13.97550,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100531, Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,Low to Moderate,14.01180,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100532, Franklin India Corporate Debt Fund - Monthly Bonus,Low to Moderate,19.47490,54EB Growth,,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,Franklin Templeton Mutual Fund
100535, Franklin India Pension Plan - IDCW ,Moderate,17.26000,Solution Oriented Scheme - Retirement Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100536, Franklin India Pension Plan-Growth,Moderate,39.47000,Solution Oriented Scheme - Retirement Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100537, Franklin India Liquid Fund - Regular Plan - Weekly - IDCW,nan,1244.61130,Debt Scheme - Liquid Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100538, Franklin India Liquid Fund - Regular Plan - Growth,nan,1743.97450,Debt Scheme - Liquid Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100541, Franklin India Liquid Fund - Regular Plan - Daily - IDCW,nan,1512.34000,Debt Scheme - Liquid Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100546, Franklin India Liquid Fund - Super Institutional Plan - Growth,nan,1033.00040,Debt Scheme - Liquid Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100547, Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW,nan,1000.25000,Debt Scheme - Liquid Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100548, Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW,nan,1008.07790,Debt Scheme - Liquid Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100549, Franklin India Equity Hybrid Fund - IDCW ,nan,22.81000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100550, Franklin India Equity Hybrid Fund - Growth Plan,nan,28.73000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
100593, CANARA ROBECO EQUITY TAX SAVER FUND - REGULAR PLAN -IDCW (Payout),Very High,20.29000,Equity Scheme - ELSS,,Open Ended Schemes,Canara Robeco Mutual Fund
100596, CANARA ROBECO GILT FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Low to Moderate,10.13200,Debt Scheme - Gilt Fund,,Open Ended Schemes,Canara Robeco Mutual Fund
100597, CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,Low to Moderate,17.75280,Debt Scheme - Gilt Fund,,Open Ended Schemes,Canara Robeco Mutual Fund
100600, CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Moderately High,12.03000,Hybrid Scheme - Conservative Hybrid Fund,,Open Ended Schemes,Canara Robeco Mutual Fund
100601, CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION,Moderately High,17.78000,Hybrid Scheme - Conservative Hybrid Fund,,Open Ended Schemes,Canara Robeco Mutual Fund
100602, Sundaram Medium Term Bond Fund Regular Plan- Quarterly Income Distribution cum Capital Withdrawal (IDCW),Moderate,10.15030,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100603, Sundaram Medium Term Bond Fund Regular Plan - Growth,Moderate,21.86310,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100604, Sundaram Medium Term Bond Fund Regular Plan - Bonus,Moderate,11.51250,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100605, Sundaram Medium Term Bond Fund Institutional Plan- Quarterly Income Distribution cum Capital Withdrawal (IDCW),Moderate,0.00000,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100606, Sundaram Medium Term Bond Fund Institutional Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW),Moderate,0.00000,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100607, Sundaram Medium Term Bond Fund Institutional Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),Moderate,0.00000,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100608, Sundaram Medium Term Bond Fund Institutional Plan - Growth,Moderate,0.00000,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100609, Sundaram Medium Term Bond Fund Regular Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW),Moderate,10.24280,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100610, Sundaram Medium Term Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),Moderate,10.34710,Debt Scheme - Medium Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
100611, Sundaram Medium Term Bond Fund Institutional Plan - Bonus,Moderate,11.12120,Formerly Super Institutional Plan,,105556;INF903J01JO9;INF903J01EQ5;Sundaram Low Duration Fund Regular Weekly Dividend,Sundaram Mutual Fund
100614, Sundaram Diversified Equity (ELSS) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Very High,18.27460,Equity Scheme - ELSS,,Open Ended Schemes,Sundaram Mutual Fund
100617, Sundaram Equity Hybrid Fund Regular Plan - Growth,High,30.79860,Hybrid Scheme - Balanced Hybrid Fund,,Open Ended Schemes,Sundaram Mutual Fund
100618, Sundaram Money Fund Retail Plan - Growth,Low to Moderate,14.71510,Debt Scheme - Liquid Fund,,Open Ended Schemes,Sundaram Mutual Fund
100619, Sundaram Money Fund Retail Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.34760,Debt Scheme - Liquid Fund,,Open Ended Schemes,Sundaram Mutual Fund
100620, Sundaram Money Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.09530,Debt Scheme - Liquid Fund,,Open Ended Schemes,Sundaram Mutual Fund
100621, Sundaram Money Fund Retail Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.22600,Debt Scheme - Liquid Fund,,Open Ended Schemes,Sundaram Mutual Fund
100622, Sundaram Money Fund Retail Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.16720,Debt Scheme - Liquid Fund,,Open Ended Schemes,Sundaram Mutual Fund
100623, Sundaram Money Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.10100,Debt Scheme - Liquid Fund,,Open Ended Schemes,Sundaram Mutual Fund
100630, quant Active Fund-IDCW Option - Regular Plan,nan,15.64580,Equity Scheme - Multi Cap Fund,,Open Ended Schemes,quant Mutual Fund
100631, quant Active Fund-GROWTH OPTION - Regular Plan,nan,53.26870,Equity Scheme - Multi Cap Fund,,Open Ended Schemes,quant Mutual Fund
100638, SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.07670,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,SBI Mutual Fund
100639, SBI Magnum Income Fund-REGULAR PLAN-Growth,nan,18.86780,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,SBI Mutual Fund
100640, SBI Magnum Income Fund-REGULAR PLAN-Bonus,nan,11.42840,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,SBI Mutual Fund
100641, SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,nan,15.71960,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
100643, SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),nan,19.71000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,SBI Mutual Fund
100644, SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),nan,30.47000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,SBI Mutual Fund
100645, SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),nan,16.01000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,SBI Mutual Fund
100646, UTI - Unit Linked Insurance Plan,High,,,,,
100650, UTI Mastershare Unit Scheme - Regular Plan - IDCW,Very High,28.71000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,UTI Mutual Fund
100651, UTI - Master Share-Growth Option,Moderate,32.12000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,UTI Mutual Fund
100663, UTI Core Equity Fund - Regular Plan - IDCW,Very High,37.65000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,UTI Mutual Fund
100664, UTI - Core Equity Fund - Regular Plan - Growth Option,Moderate,40.82000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,UTI Mutual Fund
100668, UTI Flexi Cap Fund - Regular Plan - IDCW,Low to Moderate,32.89000,Equity Scheme - Flexi Cap Fund,,Open Ended Schemes,UTI Mutual Fund
100669, UTI - Flexi Cap Fund-Growth Option,Very High,32.89000,Equity Scheme - Flexi Cap Fund,,Open Ended Schemes,UTI Mutual Fund
100678, UTI CCF Saving Plan - Regular Plan,Low to Moderate,,,,,
100682, UTI - Retirement Benefit Pension Fund - Regular Plan,High,,,,,
100684, UTI - Hybrid Equity Fund - Regular Plan - Growth,Moderate,51.63000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,UTI Mutual Fund
100685, UTI Hybrid Equity Fund - Regular Plan - IDCW,Very High,20.41000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,UTI Mutual Fund
100723, UTI MMF-Discontinued - Regular Plan -Growth,Low to Moderate,19.63890,Debt Scheme - Money Market Fund,,Open Ended Schemes,UTI Mutual Fund
100724, UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,Low to Moderate,17.48600,Debt Scheme - Money Market Fund,,Open Ended Schemes,UTI Mutual Fund
100725, UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,Low to Moderate,17.42880,Debt Scheme - Money Market Fund,,Open Ended Schemes,UTI Mutual Fund
100739, UTI MNC Fund - Regular Plan - IDCW,Very High,31.24000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,UTI Mutual Fund
100740, UTI - MNC Fund - Regular Plan - Growth Option,Moderate,37.62000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,UTI Mutual Fund
100741, UTI Bond Fund- Regular Plan - Growth,Moderately High,20.64220,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,UTI Mutual Fund
100742, UTI Bond Fund - Regular Plan - Quarterly IDCW,Moderately High,10.77810,Debt Scheme - Medium to Long Duration Fund,,Open Ended Schemes,UTI Mutual Fund
100780, Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.18700,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,Sundaram Mutual Fund
100781, Sundaram Banking and PSU Debt Fund Retail Plan - Growth,Low to Moderate,10.65670,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,Sundaram Mutual Fund
100782, Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.05190,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,Sundaram Mutual Fund
100783, Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.22280,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,Sundaram Mutual Fund
100784, Sundaram Banking and PSU Debt Fund Regular Plan - Growth,Low to Moderate,10.72330,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,Sundaram Mutual Fund
100785, Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.25790,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Sundaram Mutual Fund
100786, Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.23180,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Sundaram Mutual Fund
100787, Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.38250,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Sundaram Mutual Fund
100788, Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.62080,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Sundaram Mutual Fund
100789, Sundaram Corporate Bond Fund Regular Plan- Growth,Low to Moderate,10.62360,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Sundaram Mutual Fund
100790, Sundaram Corporate Bond Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.25640,Income,,Open Ended Schemes,Sundaram Mutual Fund
100791, Sundaram Corporate Bond Fund Institutional Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,0.00000,G,,102055;INF200K01743;-;SBI Magnum Income Plus Fund - Savings Plan,Sundaram Mutual Fund
100792, Sundaram Corporate Bond Fund Institutional Plan - Growth,Low to Moderate,10.62350,G,,102055;INF200K01743;-;SBI Magnum Income Plus Fund - Savings Plan,Sundaram Mutual Fund
100793, Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate,10.16950,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,Sundaram Mutual Fund
100794, Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Very High,15.33840,Equity Scheme - Small Cap Fund,,Open Ended Schemes,Sundaram Mutual Fund
100795, Sundaram Small Cap Fund Regular Plan - Growth,Very High,17.76610,Equity Scheme - Small Cap Fund,,Open Ended Schemes,Sundaram Mutual Fund
100806, UTI Healthcare Fund - Regular Plan - IDCW,Very High,21.41000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,UTI Mutual Fund
100807, UTI Healthcare Fund - Regular Plan - Growth Option,Very High,24.28000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,UTI Mutual Fund
100813, UTI Overnight Fund - Regular Plan - Periodic IDCW,Low,10.35360,Debt Scheme - Overnight Fund,,Open Ended Schemes,UTI Mutual Fund
100814, UTI - Overnight  Fund - Regular Plan - Growth Option,Low,11.06660,Debt Scheme - Overnight Fund,,Open Ended Schemes,UTI Mutual Fund
